홀 번호,Par,합계 (Total SG),원본 SG,샷 상세 내역 (샷:위치:점수)
5294,5,2.1,2.1,"1타 [TE] (0.1점) -> 2타 [GA / 25] (1점) -> 3타 [PS] (0.14점) -> 4타 [GR / 12] (0.76점) -> 5타 [GR / 7] (1점) -> 6타 [GR / 7] (-0.9점)"
5295,3,4.18,4.18,"1타 [TE] (0.92점) -> 2타 [FW / 36] (0.76점) -> 3타 [GA / 20] (0.25점) -> 4타 [FB / 155] (-0.5점) -> 5타 [FW / 45] (0.38점) -> 6타 [FW / 91] (0.81점) -> 7타 [GB / 15] (0.75점) -> 8타 [FB / 11] (0.4점) -> 9타 [RO / 63] (0.28점) -> 10타 [RO / 64] (0.33점) -> 11타 [FB / 121] (-0.08점) -> 12타 [RO / 154] (-0.12점) -> 13타 [FB / 65] (1.02점) -> 14타 [PS] (0.35점) -> 15타 [GA / 18] (-1.35점)"
5296,3,11.02,11.020000000000001,"1타 [TE] (0.24점) -> 2타 [FW / 29] (2.53점) -> 3타 [OB] (0.25점) -> 4타 [FB / 102] (0.18점) -> 5타 [GA / 12] (1점) -> 6타 [PS] (-0.08점) -> 7타 [FW / 154] (1.91점) -> 8타 [OB] (-0.9점) -> 9타 [GR / 1] (1.5점) -> 10타 [GR / 3] (0.5점) -> 11타 [GR / 1] (1.25점) -> 12타 [GR / 2] (1.35점) -> 13타 [GR / 4] (1점) -> 14타 [GR / 4] (1.25점) -> 15타 [GR / 8] (-0.95점)"
5300,3,3.78,3.78,"1타 [TE] (0.6점) -> 2타 [GB / 4] (1점) -> 3타 [GB / 16] (0.25점) -> 4타 [FB / 159] (-0.19점) -> 5타 [FW / 19] (0.73점) -> 6타 [RO / 151] (0.2점) -> 7타 [FB / 29] (1.2점) -> 8타 [PS] (0.3점) -> 9타 [GR / 18] (0.6점) -> 10타 [GR / 7] (-0.9점)"
5302,5,0.55,0.5499999999999998,"1타 [TE] (-0.77점) -> 2타 [RO / 128] (0.38점) -> 3타 [GB / 20] (-0.08점) -> 4타 [FW / 73] (0.91점) -> 5타 [GB / 25] (0.2점) -> 6타 [RO / 138] (-1.58점) -> 7타 [FW / 23] (0.63점) -> 8타 [GA / 6] (1점) -> 9타 [GA / 6] (0.45점) -> 10타 [GA / 27] (-1.01점) -> 11타 [FW / 83] (-0.67점) -> 12타 [RO / 43] (0.77점) -> 13타 [GB / 13] (1점) -> 14타 [FB / 59] (-0.8점) -> 15타 [FB / 46] (0.13점)"
5303,4,6.59,6.594999999999999,"1타 [TE] (1점) -> 2타 [PS] (0.28점) -> 3타 [RO / 130] (0.27점) -> 4타 [FW / 49] (1.83점) -> 5타 [FB / 148] (0.22점) -> 6타 [GB / 19] (0.66점) -> 7타 [FW / 45] (0.68점) -> 8타 [RO / 125] (-0.23점) -> 9타 [FW / 139] (0.08점) -> 10타 [RO / 93] (0.02점) -> 11타 [FW / 155] (1.91점) -> 12타 [OB] (-0.25점) -> 13타 [RO / 35] (-0.04점) -> 14타 [RO / 42] (0.45점) -> 15타 [FB / 127] (-0.28점)"
5306,3,5.33,5.33,"1타 [TE] (1.13점) -> 2타 [RO / 101] (1점) -> 3타 [RO / 109] (1.13점) -> 4타 [FB / 38] (-0.02점) -> 5타 [GR / 7] (0.45점) -> 6타 [GR / 2] (1.65점) -> 7타 [GR / 9] (0.95점) -> 8타 [GR / 8] (-0.95점)"
5311,3,4.98,4.984999999999999,"1타 [TE] (0.51점) -> 2타 [RO / 19] (0.85점) -> 3타 [GB / 20] (0.25점) -> 4타 [FB / 101] (-0.07점) -> 5타 [GA / 3] (0.2점) -> 6타 [RO / 157] (-0.12점) -> 7타 [FB / 103] (1.83점) -> 8타 [OB] (0.6점) -> 9타 [GB / 6] (0.25점) -> 10타 [FB / 95] (0.13점) -> 11타 [FB / 150] (0.57점) -> 12타 [PS] (0.35점) -> 13타 [GA / 14] (0.65점) -> 14타 [GR / 9] (-1점)"
5312,5,2.28,2.275,"1타 [TE] (1.75점) -> 2타 [OB] (-0.92점) -> 3타 [RO / 42] (0.77점) -> 4타 [GB / 14] (0.2점) -> 5타 [RO / 108] (1.88점) -> 6타 [OB] (-0.47점) -> 7타 [RO / 131] (-1.35점) -> 8타 [RO / 19] (-0.85점) -> 9타 [FW / 61] (0.96점) -> 10타 [GB / 16] (-0.08점) -> 11타 [FW / 104] (-0.17점) -> 12타 [FB / 157] (-0.57점) -> 13타 [GR / 6] (0.95점) -> 14타 [GR / 5] (0.3점) -> 15타 [GR / 1] (-0.1점)"
5315,5,-0.23,-0.2250000000000001,"1타 [TE] (-0.67점) -> 2타 [FB / 131] (0.27점) -> 3타 [GB / 14] (0.2점) -> 4타 [RO / 86] (0.98점) -> 5타 [RO / 86] (-0.15점) -> 6타 [GR / 6] (-0.85점)"
5316,4,6.35,6.35,"1타 [TE] (-0.65점) -> 2타 [GA / 24] (-0.08점) -> 3타 [FB / 58] (2.08점) -> 4타 [OB] (0.18점) -> 5타 [FB / 107] (-0.3점) -> 6타 [FB / 46] (0.5점) -> 7타 [RO / 157] (-0.5점) -> 8타 [FB / 48] (2.13점) -> 9타 [OB] (0.65점) -> 10타 [GB / 29] (0.95점) -> 11타 [GB / 12] (0.4점) -> 12타 [GB / 12] (1점) -> 13타 [PS] (0.6점) -> 14타 [GB / 12] (0.5점) -> 15타 [GA / 5] (-1.1점)"
5317,5,2.68,2.675,"1타 [TE] (0.75점) -> 2타 [TE] (-0.87점) -> 3타 [FB / 49] (0.73점) -> 4타 [GB / 1] (0.67점) -> 5타 [FW / 58] (0.55점) -> 6타 [GR / 12] (0.86점) -> 7타 [GR / 9] (0.6점) -> 8타 [GR / 3] (-0.6점)"
5318,4,3.66,3.6599999999999997,"1타 [TE] (-0.2점) -> 2타 [FB / 19] (0.55점) -> 3타 [GA / 18] (1점) -> 4타 [PS] (1점) -> 5타 [PS] (0.02점) -> 6타 [FB / 76] (0.57점) -> 7타 [GB / 16] (0.42점) -> 8타 [FW / 11] (0점) -> 9타 [FW / 39] (1.41점) -> 10타 [PS] (-0.2점) -> 11타 [FB / 23] (-0.05점) -> 12타 [RO / 36] (-0.07점) -> 13타 [FB / 23] (-0.2점) -> 14타 [GR / 3] (-0.6점)"
5319,5,-0.97,-0.9699999999999998,"1타 [TE] (-1.57점) -> 2타 [RO / 14] (-0.07점) -> 3타 [FB / 151] (-0.08점) -> 4타 [GA / 16] (1점) -> 5타 [GA / 13] (-0.98점) -> 6타 [RO / 32] (-0.57점) -> 7타 [FW / 149] (0.06점) -> 8타 [GA / 8] (-0.72점) -> 9타 [FB / 76] (1.98점) -> 10타 [OB] (1점) -> 11타 [PS] (0.28점) -> 12타 [GR / 17] (-1.28점)"
5322,5,5.75,5.749999999999999,"1타 [TE] (1.75점) -> 2타 [OB] (-0.9점) -> 3타 [GR / 1] (1.7점) -> 4타 [GR / 5] (0.3점) -> 5타 [GR / 1] (1.25점) -> 6타 [GR / 2] (1점) -> 7타 [GR / 2] (1.6점) -> 8타 [GR / 8] (-0.95점)"
5323,4,2.45,2.45,"1타 [TE] (0.09점) -> 2타 [FW / 158] (0.55점) -> 3타 [FW / 67] (1점) -> 4타 [FW / 64] (1.58점) -> 5타 [FB / 116] (0.23점) -> 6타 [GA / 28] (-0.2점) -> 7타 [FB / 20] (0.13점) -> 8타 [RO / 66] (0.34점) -> 9타 [GR / 16] (-1.26점)"
5325,5,-0.25,-0.25000000000000006,"1타 [TE] (-0.2점) -> 2타 [GR / 10] (0.65점) -> 3타 [GR / 4] (-0.7점)"
5326,3,0.65,0.65,"1타 [TE] (0.1점) -> 2타 [GA / 8] (-0.08점) -> 3타 [FW / 43] (0.71점) -> 4타 [FB / 87] (-0.17점) -> 5타 [GR / 7] (0.7점) -> 6타 [GR / 3] (-0.6점)"
5327,5,-1.83,-1.8250000000000002,"1타 [TE] (-1.85점) -> 2타 [FW / 14] (-0.67점) -> 3타 [FW / 41] (2.46점) -> 4타 [OB] (-0.67점) -> 5타 [FB / 80] (0.25점) -> 6타 [GR / 20] (-1.32점)"
5328,4,3.51,3.505,"1타 [TE] (-0.4점) -> 2타 [GB / 16] (0.25점) -> 3타 [FB / 119] (0점) -> 4타 [RO / 125] (-0.4점) -> 5타 [RO / 45] (-0.08점) -> 6타 [RO / 39] (0.22점) -> 7타 [FW / 150] (1.91점) -> 8타 [OB] (-0.2점) -> 9타 [GR / 5] (1.2점) -> 10타 [GR / 9] (0.9점) -> 11타 [GR / 7] (0.2점) -> 12타 [GR / 1] (-0.1점)"
5329,3,3.03,3.0300000000000002,"1타 [TE] (0.35점) -> 2타 [GA / 20] (0.2점) -> 3타 [RO / 43] (0.09점) -> 4타 [FW / 117] (0.36점) -> 5타 [FB / 74] (0.23점) -> 6타 [FB / 83] (-0.16점) -> 7타 [FW / 55] (0.51점) -> 8타 [FW / 13] (0.45점) -> 9타 [FW / 135] (0.61점) -> 10타 [GB / 15] (0.58점) -> 11타 [GR / 13] (0.52점) -> 12타 [GR / 4] (-0.7점)"
5331,4,6.11,6.105000000000001,"1타 [TE] (-0.55점) -> 2타 [GA / 29] (1.15점) -> 3타 [GB / 15] (-0.08점) -> 4타 [FW / 64] (0.71점) -> 5타 [GA / 11] (-0.25점) -> 6타 [RO / 23] (0.05점) -> 7타 [FB / 38] (1.08점) -> 8타 [PS] (-0.2점) -> 9타 [FB / 27] (-0.1점) -> 10타 [GR / 4] (1.2점) -> 11타 [GR / 7] (0.8점) -> 12타 [GR / 4] (1.35점) -> 13타 [GR / 10] (1점) -> 14타 [GR / 10] (0.65점) -> 15타 [GR / 4] (-0.7점)"
5332,3,-0.52,-0.5199999999999999,"1타 [TE] (0.38점) -> 2타 [RO / 13] (0.17점) -> 3타 [FW / 145] (0.06점) -> 4타 [GA / 4] (0.2점) -> 5타 [RO / 142] (-0.02점) -> 6타 [GR / 19] (-1.31점)"
5333,5,1.25,1.25,"1타 [TE] (-0.82점) -> 2타 [RO / 111] (0.85점) -> 3타 [RO / 83] (0.9점) -> 4타 [RO / 61] (1.17점) -> 5타 [FW / 158] (0.56점) -> 6타 [GB / 29] (0.35점) -> 7타 [PS] (-0.7점) -> 8타 [FW / 146] (0.1점) -> 9타 [GR / 12] (-1.14점)"
5336,3,8.89,8.89,"1타 [TE] (0.9점) -> 2타 [FW / 113] (1.53점) -> 3타 [FB / 151] (0.62점) -> 4타 [FW / 147] (0.31점) -> 5타 [GA / 24] (0.2점) -> 6타 [RO / 108] (0.48점) -> 7타 [GB / 2] (0.5점) -> 8타 [GA / 10] (1점) -> 9타 [GA / 1] (0.25점) -> 10타 [FB / 144] (0.63점) -> 11타 [PS] (0.6점) -> 12타 [GB / 24] (0.66점) -> 13타 [FW / 42] (0.68점) -> 14타 [FW / 18] (0.45점) -> 15타 [FW / 117] (0.11점)"
5337,3,4.55,4.550000000000001,"1타 [TE] (0.98점) -> 2타 [FB / 67] (0.33점) -> 3타 [RO / 11] (0.1점) -> 4타 [GR / 6] (1.15점) -> 5타 [GR / 9] (0.7점) -> 6타 [GR / 4] (1.15점) -> 7타 [GR / 6] (1.15점) -> 8타 [GR / 9] (-1점)"
5340,3,6.62,6.615,"1타 [TE] (0.35점) -> 2타 [GA / 16] (2점) -> 3타 [OB] (-0.08점) -> 4타 [FW / 57] (0.76점) -> 5타 [GA / 16] (-0.08점) -> 6타 [FW / 105] (0.26점) -> 7타 [GA / 6] (0.16점) -> 8타 [FW / 15] (0.63점) -> 9타 [GA / 7] (1점) -> 10타 [GA / 2] (-0.08점) -> 11타 [FW / 47] (2.46점) -> 12타 [OB] (0.2점) -> 13타 [RO / 41] (0.38점) -> 14타 [RO / 147] (-0.06점) -> 15타 [GR / 16] (-1.26점)"
5343,4,3.35,3.3499999999999996,"1타 [TE] (-0.4점) -> 2타 [FW / 59] (1.38점) -> 3타 [RO / 70] (0.38점) -> 4타 [GA / 18] (-0.05점) -> 5타 [FW / 127] (0.48점) -> 6타 [FB / 152] (-0.45점) -> 7타 [FB / 62] (-0.17점) -> 8타 [FB / 15] (0.53점) -> 9타 [RO / 149] (-0.63점) -> 10타 [FW / 79] (0.91점) -> 11타 [GB / 11] (0.7점) -> 12타 [GR / 18] (0.3점) -> 13타 [GR / 3] (0.75점) -> 14타 [GR / 2] (-0.35점)"
5344,5,1.15,1.1500000000000001,"1타 [TE] (-1.02점) -> 2타 [RO / 76] (1.78점) -> 3타 [RO / 76] (0.43점) -> 4타 [RO / 110] (0.17점) -> 5타 [GA / 24] (1.25점) -> 6타 [GB / 7] (0.4점) -> 7타 [PS] (-0.87점) -> 8타 [RO / 51] (-0.9점) -> 9타 [FB / 19] (0.8점) -> 10타 [GB / 12] (0.75점) -> 11타 [GA / 19] (-1.4점) -> 12타 [FW / 18] (-0.62점) -> 13타 [FW / 59] (1점) -> 14타 [GB / 23] (0.66점) -> 15타 [GR / 16] (-1.26점)"
5345,4,-0.9,-0.8999999999999999,"1타 [TE] (-0.9점) -> 2타 [GA / 6] (0.28점) -> 3타 [RO / 134] (-0.37점) -> 4타 [GR / 7] (1.15점) -> 5타 [GR / 10] (-1.05점)"
5350,4,2.45,2.45,"1타 [TE] (-0.03점) -> 2타 [FB / 69] (1.07점) -> 3타 [FW / 144] (0.55점) -> 4타 [GB / 17] (0.85점) -> 5타 [GA / 26] (0.13점) -> 6타 [FB / 91] (0.88점) -> 7타 [PS] (-0.01점) -> 8타 [FW / 135] (0.15점) -> 9타 [GR / 12] (-1.14점)"
5351,5,3.91,3.905,"1타 [TE] (-0.95점) -> 2타 [FW / 141] (1.71점) -> 3타 [PS] (-0.25점) -> 4타 [FW / 33] (0.65점) -> 5타 [GR / 15] (0.61점) -> 6타 [GR / 6] (1.2점) -> 7타 [GR / 10] (0.55점) -> 8타 [GR / 3] (1점) -> 9타 [GR / 3] (-0.6점)"
5354,5,-2.77,-2.7749999999999995,"1타 [TE] (-1.02점) -> 2타 [FB / 67] (0.22점) -> 3타 [FW / 15] (-0.29점) -> 4타 [FB / 51] (-0.75점) -> 5타 [RO / 67] (0.22점) -> 6타 [GR / 12] (-1.14점)"
5355,3,9.61,9.61,"1타 [TE] (1.05점) -> 2타 [FW / 140] (0.96점) -> 3타 [PS] (1.08점) -> 4타 [FB / 83] (1.2점) -> 5타 [RO / 132] (0.98점) -> 6타 [FB / 35] (0.38점) -> 7타 [RO / 11] (1.25점) -> 8타 [PS] (0.6점) -> 9타 [GB / 23] (0.98점) -> 10타 [FB / 31] (0.32점) -> 11타 [FW / 28] (0.45점) -> 12타 [FW / 56] (0.61점) -> 13타 [RO / 125] (-0.28점) -> 14타 [GR / 8] (1.05점) -> 15타 [GR / 9] (-1점)"
5357,4,7.35,7.35,"1타 [TE] (1점) -> 2타 [PS] (1점) -> 3타 [PS] (-0.2점) -> 4타 [FW / 93] (1.08점) -> 5타 [RO / 57] (1.55점) -> 6타 [FB / 157] (0.32점) -> 7타 [FW / 82] (0.61점) -> 8타 [GA / 18] (1점) -> 9타 [PS] (-0.4점) -> 10타 [GR / 3] (1.25점) -> 11타 [GR / 6] (1.05점) -> 12타 [GR / 7] (-0.9점)"
5358,4,4.89,4.895,"1타 [TE] (-0.02점) -> 2타 [RO / 72] (1.15점) -> 3타 [FB / 94] (-0.02점) -> 4타 [GA / 3] (-0.53점) -> 5타 [FW / 12] (0.88점) -> 6타 [GA / 17] (0.28점) -> 7타 [RO / 133] (0.07점) -> 8타 [GA / 16] (1.3점) -> 9타 [GB / 28] (0.25점) -> 10타 [FB / 110] (0.38점) -> 11타 [GB / 18] (0.97점) -> 12타 [FB / 27] (0.13점) -> 13타 [FB / 59] (0.68점) -> 14타 [GB / 10] (0.3점) -> 15타 [GR / 7] (-0.9점)"
5360,5,3.53,3.5250000000000004,"1타 [TE] (0.75점) -> 2타 [PS] (1점) -> 3타 [PS] (-0.9점) -> 4타 [FW / 102] (1.28점) -> 5타 [FB / 97] (0.48점) -> 6타 [GB / 11] (1점) -> 7타 [FB / 59] (-0.55점) -> 8타 [RO / 108] (0.22점) -> 9타 [GA / 24] (-0.95점) -> 10타 [FW / 97] (0.16점) -> 11타 [GR / 8] (0.95점) -> 12타 [GR / 7] (1.1점) -> 13타 [GR / 9] (-1점)"
5361,3,4.26,4.265,"1타 [TE] (1.22점) -> 2타 [RO / 121] (0.43점) -> 3타 [GB / 29] (0.94점) -> 4타 [FB / 48] (0.73점) -> 5타 [GB / 18] (1점) -> 6타 [GB / 9] (0.75점) -> 7타 [GA / 22] (-0.08점) -> 8타 [FW / 90] (0.46점) -> 9타 [FB / 109] (-0.37점) -> 10타 [GR / 5] (-0.8점)"
5362,5,11.47,11.465000000000002,"1타 [TE] (0.35점) -> 2타 [GB / 1] (0.94점) -> 3타 [RO / 40] (2.17점) -> 4타 [OB] (1점) -> 5타 [OB] (1점) -> 6타 [PS] (0.18점) -> 7타 [GR / 13] (0.82점) -> 8타 [GR / 9] (0.1점) -> 9타 [GR / 1] (1점) -> 10타 [GR / 1] (1.8점) -> 11타 [GR / 7] (0.8점) -> 12타 [GR / 4] (1.3점) -> 13타 [GR / 9] (0.7점) -> 14타 [GR / 4] (-0.7점)"
5363,3,2.77,2.7749999999999995,"1타 [TE] (1.05점) -> 2타 [FW / 148] (0.61점) -> 3타 [GB / 28] (0.35점) -> 4타 [PS] (0.2점) -> 5타 [RO / 40] (0.43점) -> 6타 [FB / 83] (0.18점) -> 7타 [FB / 76] (-0.92점) -> 8타 [GR / 1] (1.6점) -> 9타 [GR / 4] (-0.7점)"
5364,5,0.75,0.75,"1타 [TE] (0.4점) -> 2타 [GB / 30] (0.3점) -> 3타 [GR / 8] (1점) -> 4타 [GR / 8] (-0.95점)"
5366,5,-0.65,-0.65,"1타 [TE] (0.1점) -> 2타 [GA / 19] (1점) -> 3타 [GA / 19] (-0.92점) -> 4타 [RO / 47] (-0.73점) -> 5타 [GR / 1] (-0.1점)"
5367,4,4.43,4.425000000000001,"1타 [TE] (-0.2점) -> 2타 [FW / 99] (1.3점) -> 3타 [FW / 157] (0.91점) -> 4타 [PS] (0.6점) -> 5타 [GB / 8] (0.25점) -> 6타 [FB / 154] (-0.42점) -> 7타 [GR / 9] (0.7점) -> 8타 [GR / 4] (1.2점) -> 9타 [GR / 7] (0.2점) -> 10타 [GR / 1] (-0.1점)"
5368,3,2.42,2.425,"1타 [TE] (1.38점) -> 2타 [RO / 152] (1.63점) -> 3타 [OB] (0.6점) -> 4타 [GB / 1] (-0.08점) -> 5타 [FW / 151] (-0.04점) -> 6타 [GR / 10] (-1.05점)"
5369,4,9.1,9.1,"1타 [TE] (-0.9점) -> 2타 [GA / 9] (0.18점) -> 3타 [RO / 115] (-0.23점) -> 4타 [GR / 8] (0.75점) -> 5타 [GR / 4] (1.35점) -> 6타 [GR / 10] (0.55점) -> 7타 [GR / 3] (1.35점) -> 8타 [GR / 8] (0.15점) -> 9타 [GR / 1] (1점) -> 10타 [GR / 1] (1.7점) -> 11타 [GR / 5] (0.9점) -> 12타 [GR / 4] (1.1점) -> 13타 [GR / 5] (1점) -> 14타 [GR / 5] (1.1점) -> 15타 [GR / 7] (-0.9점)"
5371,3,0.59,0.59,"1타 [TE] (0.6점) -> 2타 [GB / 11] (0.4점) -> 3타 [PS] (0.06점) -> 4타 [FW / 12] (0.13점) -> 5타 [GR / 3] (-0.6점)"
5372,5,-0.25,-0.25,"1타 [TE] (0.06점) -> 2타 [GR / 19] (0.69점) -> 3타 [GR / 9] (-1점)"
5375,4,-0.12,-0.12,"1타 [TE] (-0.53점) -> 2타 [FW / 31] (0.76점) -> 3타 [GA / 13] (0점) -> 4타 [GR / 2] (-0.35점)"
5377,5,-1.15,-1.15,"1타 [TE] (-1.12점) -> 2타 [FB / 44] (0.48점) -> 3타 [GA / 14] (-1.1점) -> 4타 [FW / 68] (-0.42점) -> 5타 [FB / 66] (1.02점) -> 6타 [FB / 66] (0.6점) -> 7타 [GB / 12] (0점) -> 8타 [GR / 3] (-0.6점)"
5384,4,0.35,0.35,"1타 [TE] (-0.25점) -> 2타 [RO / 24] (0.6점) -> 3타 [GA / 12] (0.28점) -> 4타 [FB / 126] (-0.53점) -> 5타 [FW / 87] (0.54점) -> 6타 [GR / 17] (0.57점) -> 7타 [GR / 6] (-0.85점)"
5385,5,2.75,2.75,"1타 [TE] (0.35점) -> 2타 [GB / 13] (0.5점) -> 3타 [GR / 11] (0.9점) -> 4타 [GR / 9] (0.8점) -> 5타 [GR / 5] (1.25점) -> 6타 [GR / 10] (-1.05점)"
5386,5,-0.9,-0.8999999999999998,"1타 [TE] (-0.15점) -> 2타 [GA / 5] (-1.1점) -> 3타 [FW / 67] (0.46점) -> 4타 [GA / 8] (0.9점) -> 5타 [GR / 9] (-1점)"
5388,3,8.33,8.325000000000001,"1타 [TE] (0.65점) -> 2타 [GB / 26] (0.9점) -> 3타 [RO / 56] (0.05점) -> 4타 [FW / 79] (0.91점) -> 5타 [GB / 18] (-0.08점) -> 6타 [FW / 152] (0.91점) -> 7타 [FW / 152] (0.1점) -> 8타 [GR / 11] (0.95점) -> 9타 [GR / 10] (0.75점) -> 10타 [GR / 5] (1점) -> 11타 [GR / 5] (1.1점) -> 12타 [GR / 7] (1점) -> 13타 [GR / 7] (0.8점) -> 14타 [GR / 4] (-0.7점)"
5390,5,-2.12,-2.125,"1타 [TE] (-1.37점) -> 2타 [RO / 18] (-0.4점) -> 3타 [GR / 2] (-0.35점)"
5392,5,-0.25,-0.25,"1타 [TE] (-0.3점) -> 2타 [GR / 8] (1점) -> 3타 [GR / 8] (-0.95점)"
5395,5,-0.1,-0.10000000000000009,"1타 [TE] (0.4점) -> 2타 [GB / 29] (-0.08점) -> 3타 [FW / 116] (-0.32점) -> 4타 [FB / 137] (-1.63점) -> 5타 [FW / 24] (0.53점) -> 6타 [GR / 9] (0.8점) -> 7타 [GR / 5] (0.9점) -> 8타 [GR / 4] (-0.7점)"
5396,3,7.05,7.050000000000002,"1타 [TE] (0.92점) -> 2타 [FW / 32] (1.69점) -> 3타 [FB / 123] (0.8점) -> 4타 [RO / 93] (0.27점) -> 5타 [GA / 25] (0.24점) -> 6타 [FW / 27] (1.53점) -> 7타 [PS] (1점) -> 8타 [PS] (-0.08점) -> 9타 [FW / 40] (0.66점) -> 10타 [RO / 77] (0.29점) -> 11타 [GR / 16] (0.79점) -> 12타 [GR / 10] (-1.05점)"
5399,4,7.4,7.3950000000000005,"1타 [TE] (2점) -> 2타 [OB] (0.6점) -> 3타 [GB / 22] (0.2점) -> 4타 [RO / 110] (-0.08점) -> 5타 [GA / 6] (1.5점) -> 6타 [GB / 13] (0.64점) -> 7타 [FW / 20] (0.28점) -> 8타 [RO / 27] (2.25점) -> 9타 [OB] (0.23점) -> 10타 [FB / 114] (-0.1점) -> 11타 [FB / 95] (-0.05점) -> 12타 [RO / 95] (-0.48점) -> 13타 [FW / 55] (0.11점) -> 14타 [GR / 4] (1.1점) -> 15타 [GR / 5] (-0.8점)"
5400,5,3.75,3.75,"1타 [TE] (-0.15점) -> 2타 [GA / 5] (0.5점) -> 3타 [GR / 3] (1.3점) -> 4타 [GR / 7] (0.95점) -> 5타 [GR / 6] (0.75점) -> 6타 [GR / 3] (1.2점) -> 7타 [GR / 5] (-0.8점)"
5402,3,8.15,8.145000000000001,"1타 [TE] (2점) -> 2타 [OB] (0.35점) -> 3타 [GA / 11] (1점) -> 4타 [GA / 13] (0.58점) -> 5타 [FB / 33] (0.43점) -> 6타 [GA / 21] (0.75점) -> 7타 [GA / 1] (0.58점) -> 8타 [FB / 36] (1.08점) -> 9타 [FB / 36] (0.25점) -> 10타 [FB / 45] (0.23점) -> 11타 [GA / 5] (1점) -> 12타 [GR / 11] (0.75점) -> 13타 [GR / 6] (-0.85점)"
5404,4,3.2,3.1999999999999997,"1타 [TE] (-0.9점) -> 2타 [GA / 5] (2점) -> 3타 [OB] (-0.11점) -> 4타 [FW / 117] (0.21점) -> 5타 [GA / 3] (-0.45점) -> 6타 [FW / 41] (0.53점) -> 7타 [RO / 95] (-0.17점) -> 8타 [GR / 7] (1.1점) -> 9타 [GR / 9] (0.9점) -> 10타 [GR / 7] (0.7점) -> 11타 [GR / 3] (-0.6점)"
5405,3,3.3,3.3,"1타 [TE] (0.6점) -> 2타 [GB / 10] (1점) -> 3타 [FB / 51] (0.68점) -> 4타 [GB / 5] (0.2점) -> 5타 [RO / 96] (0.13점) -> 6타 [RO / 149] (-0.4점) -> 7타 [FW / 110] (0.76점) -> 8타 [GB / 29] (0.15점) -> 9타 [GR / 5] (1.25점) -> 10타 [GR / 10] (-1.05점)"
5408,3,7.99,7.994999999999999,"1타 [TE] (1.27점) -> 2타 [FB / 129] (1점) -> 3타 [RO / 130] (0.7점) -> 4타 [FB / 62] (1.1점) -> 5타 [FB / 88] (0.8점) -> 6타 [FB / 47] (0.78점) -> 7타 [GB / 28] (0.35점) -> 8타 [GB / 28] (0.2점) -> 9타 [RO / 67] (0.33점) -> 10타 [FB / 129] (0.38점) -> 11타 [GB / 28] (0.92점) -> 12타 [FB / 21] (0.12점) -> 13타 [FW / 127] (0.66점) -> 14타 [GB / 20] (1점) -> 15타 [GB / 22] (-1.6점)"
5410,3,7.53,7.5299999999999985,"1타 [TE] (1.43점) -> 2타 [FB / 158] (0.06점) -> 3타 [RO / 17] (0.35점) -> 4타 [GA / 10] (2점) -> 5타 [OB] (0.25점) -> 6타 [FB / 40] (0.05점) -> 7타 [FW / 55] (0.21점) -> 8타 [GR / 5] (0.8점) -> 9타 [GR / 3] (1.3점) -> 10타 [GR / 7] (1.1점) -> 11타 [GR / 9] (0.95점) -> 12타 [GR / 8] (-0.95점)"
5411,3,6.75,6.75,"1타 [TE] (1.02점) -> 2타 [RO / 89] (0.57점) -> 3타 [GB / 16] (0.25점) -> 4타 [FB / 126] (-0.36점) -> 5타 [FW / 86] (0.51점) -> 6타 [FB / 76] (-0.1점) -> 7타 [FW / 48] (0.71점) -> 8타 [FB / 81] (0.18점) -> 9타 [FB / 75] (0.26점) -> 10타 [GR / 17] (0.62점) -> 11타 [GR / 7] (1.1점) -> 12타 [GR / 9] (0.6점) -> 13타 [GR / 3] (1.3점) -> 14타 [GR / 7] (0.45점) -> 15타 [GR / 2] (-0.35점)"
5412,5,-2.97,-2.9749999999999996,"1타 [TE] (-0.87점) -> 2타 [RO / 105] (0.32점) -> 3타 [GA / 29] (-1.52점) -> 4타 [RO / 10] (0.6점) -> 5타 [GA / 11] (-0.95점) -> 6타 [FW / 93] (-0.57점) -> 7타 [RO / 72] (0.02점) -> 8타 [GR / 9] (0.8점) -> 9타 [GR / 5] (-0.8점)"
5414,4,0.72,0.7249999999999999,"1타 [TE] (0.13점) -> 2타 [RO / 102] (0.48점) -> 3타 [GB / 3] (0.25점) -> 4타 [FB / 96] (0.3점) -> 5타 [FB / 159] (-0.45점) -> 6타 [RO / 75] (1.02점) -> 7타 [RO / 75] (0.28점) -> 8타 [RO / 139] (-0.17점) -> 9타 [GR / 11] (-1.1점)"
5415,3,1.4,1.4000000000000001,"1타 [TE] (0.35점) -> 2타 [GA / 15] (0.25점) -> 3타 [FB / 113] (1.78점) -> 4타 [OB] (0.2점) -> 5타 [RO / 114] (-0.37점) -> 6타 [GR / 5] (-0.8점)"
5417,3,1.66,1.6649999999999998,"1타 [TE] (0.44점) -> 2타 [RO / 15] (0.45점) -> 3타 [RO / 128] (0.12점) -> 4타 [GA / 21] (0.45점) -> 5타 [GR / 5] (1.15점) -> 6타 [GR / 8] (-0.95점)"
